"gene","degree","weighted_degree","hgnc_symbol"
"ENSG00000187778",4478,5520,"MCRS1"
"ENSG00000187790",4478,5520,"FANCM"
"ENSG00000187800",4554,5481,"PEAR1"
"ENSG00000187801",4310,5200,"ZFP69B"
"ENSG00000187837",2595,2833,"H1-2"
"ENSG00000187840",4972,9048,"EIF4EBP1"
"ENSG00000187912",4639,6215,"CLEC17A"
"ENSG00000187950",4639,6215,"OVCH1"
"ENSG00000187954",4310,5200,"ZFTRAF1"
"ENSG00000187955",4639,6215,"COL14A1"
"ENSG00000188004",4639,6215,"SNHG28"
"ENSG00000188051",4488,5405,"TMEM221"
"ENSG00000188153",4712,6841,"COL4A5"
"ENSG00000188186",4310,5200,"LAMTOR4"
"ENSG00000188191",4478,5520,"PRKAR1B"
"ENSG00000188206",4639,6215,NA
"ENSG00000188243",4488,5405,"COMMD6"
"ENSG00000188266",4310,5200,"HYKK"
"ENSG00000188283",4310,5200,"ZNF383"
"ENSG00000188290",2876,3528,"HES4"
"ENSG00000188313",3840,4964,"PLSCR1"
"ENSG00000188322",4478,5520,"SBK1"
"ENSG00000188379",4639,6215,"IFNA2"
"ENSG00000188419",4488,5405,"CHM"
"ENSG00000188483",4554,5481,"IER5L"
"ENSG00000188517",4950,8238,"COL25A1"
"ENSG00000188522",4878,7651,"FAM83G"
"ENSG00000188536",4958,8933,"HBA2"
"ENSG00000188559",4639,6215,"RALGAPA2"
"ENSG00000188612",4478,5520,"SUMO2"
"ENSG00000188643",4429,6285,"S100A16"
"ENSG00000188672",4310,5200,"RHCE"
"ENSG00000188690",4654,6521,"UROS"
"ENSG00000188730",4478,5520,"VWC2"
"ENSG00000188732",4624,6636,"FAM221A"
"ENSG00000188763",4488,5405,"FZD9"
"ENSG00000188766",4639,6215,"SPRED3"
"ENSG00000188783",4488,5405,"PRELP"
"ENSG00000188803",4310,5200,"SHISA6"
"ENSG00000188811",4310,5200,"NHLRC3"
"ENSG00000188818",4554,5481,"ZDHHC11"
"ENSG00000188846",4488,5405,"RPL14"
"ENSG00000188859",4478,5520,"FAM78B"
"ENSG00000188868",4639,6215,"ZNF563"
"ENSG00000188895",4310,5200,"MSL1"
"ENSG00000188921",4488,5405,"HACD4"
"ENSG00000188976",4478,5520,"NOC2L"
"ENSG00000188996",4766,7331,"HUS1B"
"ENSG00000188997",3117,3452,"KCTD21"
"ENSG00000189007",3014,3247,"ADAT2"
"ENSG00000189043",4488,5405,"NDUFA4"
"ENSG00000189046",4488,5405,"ALKBH2"
"ENSG00000189056",4809,6802,"RELN"
"ENSG00000189057",4488,5405,"FAM111B"
"ENSG00000189091",3014,3247,"SF3B3"
"ENSG00000189108",4488,5405,"IL1RAPL2"
"ENSG00000189127",4809,6802,"ANKRD34B"
"ENSG00000189129",2876,3528,"PLAC9"
"ENSG00000189180",3986,4683,"ZNF33A"
"ENSG00000189184",4488,5405,"PCDH18"
"ENSG00000189195",4554,5481,"BTBD8"
"ENSG00000189362",4624,6636,"NEMP2"
"ENSG00000196083",4310,5200,"IL1RAP"
"ENSG00000196091",4310,5200,"MYBPC1"
"ENSG00000196126",4639,6215,"HLA-DRB1"
"ENSG00000196132",4639,6215,"MYT1"
"ENSG00000196136",2876,3528,"SERPINA3"
"ENSG00000196139",4478,5520,"AKR1C3"
"ENSG00000196141",4310,5200,"SPATS2L"
"ENSG00000196154",4639,6215,"S100A4"
"ENSG00000196169",2595,2833,"KIF19"
"ENSG00000196182",4554,5481,"STK40"
"ENSG00000196187",4478,5520,"TMEM63A"
"ENSG00000196227",4478,5520,"FAM217B"
"ENSG00000196268",4310,5200,"ZNF493"
"ENSG00000196295",4639,6215,"GARS1-DT"
"ENSG00000196296",4639,6215,"ATP2A1"
"ENSG00000196329",4554,5481,"GIMAP5"
"ENSG00000196361",4478,5520,"ELAVL3"
"ENSG00000196372",4478,5520,"ASB13"
"ENSG00000196405",4478,5520,"EVL"
"ENSG00000196418",4639,6215,"ZNF124"
"ENSG00000196458",4488,5405,"ZNF605"
"ENSG00000196466",4639,6215,"ZNF799"
"ENSG00000196498",4310,5200,"NCOR2"
"ENSG00000196507",4478,5520,"TCEAL3"
"ENSG00000196531",4488,5405,"NACA"
"ENSG00000196542",2382,2552,"SPTSSB"
"ENSG00000196549",4488,5405,"MME"
"ENSG00000196557",2413,2718,"CACNA1H"
"ENSG00000196562",4554,5481,"SULF2"
"ENSG00000196565",2876,3528,"HBG2"
"ENSG00000196569",4488,5405,"LAMA2"
"ENSG00000196600",4310,5200,"SLC22A25"
"ENSG00000196616",4488,5405,"ADH1B"
"ENSG00000196628",4478,5520,"TCF4"
"ENSG00000196636",4639,6215,"SDHAF3"
"ENSG00000196642",4310,5200,"RABL6"
"ENSG00000196653",4554,5481,"ZNF502"
"ENSG00000196655",3014,3247,"TRAPPC4"
"ENSG00000196659",4639,6215,"IFT70B"
"ENSG00000196664",4639,6215,"TLR7"
"ENSG00000196678",4639,6215,"ERI2"
"ENSG00000196683",4488,5405,"TOMM7"
"ENSG00000196693",2364,2513,"ZNF33B"
"ENSG00000196730",4310,5200,"DAPK1"
"ENSG00000196735",4958,8933,"HLA-DQA1"
"ENSG00000196739",4639,6215,"COL27A1"
"ENSG00000196756",4639,6215,"SNHG17"
"ENSG00000196782",4554,5481,"MAML3"
"ENSG00000196787",2382,2552,"H2AC11"
"ENSG00000196793",2281,2437,"ZNF239"
"ENSG00000196821",4488,5405,"ILRUN"
"ENSG00000196843",4878,7536,"ARID5A"
"ENSG00000196876",2440,2757,"SCN8A"
"ENSG00000196924",4826,6917,"FLNA"
"ENSG00000196932",2440,2757,"TMEM26"
"ENSG00000196935",4478,5520,"SRGAP1"
"ENSG00000196950",4878,7651,"SLC39A10"
"ENSG00000196954",4983,8972,"CASP4"
"ENSG00000196990",4554,5481,"FAM163B"
"ENSG00000197008",4554,5481,"ZNF138"
"ENSG00000197019",4809,6802,"SERTAD1"
"ENSG00000197043",4878,7651,"ANXA6"
"ENSG00000197044",2876,3528,"ZNF441"
"ENSG00000197056",4478,5520,"ZMYM1"
"ENSG00000197106",2413,2718,"SLC6A17"
"ENSG00000197119",4810,7612,"SLC25A29"
"ENSG00000197121",4478,5520,"PGAP1"
"ENSG00000197124",4554,5481,"ZNF682"
"ENSG00000197140",4639,6215,"ADAM32"
"ENSG00000197142",4958,8933,"ACSL5"
"ENSG00000197165",4958,8933,"SULT1A2"
"ENSG00000197177",4478,5520,"ADGRA1"
"ENSG00000197183",4310,5200,"NOL4L"
"ENSG00000197208",4488,5405,"SLC22A4"
"ENSG00000197226",4310,5200,"TBC1D9B"
"ENSG00000197249",3117,3452,"SERPINA1"
"ENSG00000197256",4639,6215,"KANK2"
"ENSG00000197299",4639,6215,"BLM"
"ENSG00000197321",4488,5405,"SVIL"
"ENSG00000197322",2876,3528,"TMEM132E-DT"
"ENSG00000197324",2382,2552,"LRP10"
"ENSG00000197355",4554,5481,"UAP1L1"
"ENSG00000197405",2440,2757,"C5AR1"
"ENSG00000197451",4488,5405,"HNRNPAB"
"ENSG00000197457",4878,7536,"STMN3"
"ENSG00000197479",4554,5481,"PCDHB11"
"ENSG00000197520",4488,5405,"FAM177B"
"ENSG00000197530",4478,5520,"MIB2"
"ENSG00000197535",2281,2437,"MYO5A"
"ENSG00000197555",4639,6215,"SIPA1L1"
"ENSG00000197562",4310,5200,"RAB40C"
"ENSG00000197614",4488,5405,"MFAP5"
"ENSG00000197619",4488,5405,"ZNF615"
"ENSG00000197629",2876,3528,"MPEG1"
"ENSG00000197635",4310,5200,"DPP4"
"ENSG00000197647",3682,4849,"ZNF433"
"ENSG00000197747",2382,2552,"S100A10"
"ENSG00000197756",4639,6215,"RPL37A"
"ENSG00000197780",2876,3528,"TAF13"
"ENSG00000197782",4624,6636,"ZNF780A"
"ENSG00000197785",4310,5200,"ATAD3A"
"ENSG00000197808",4810,7612,"ZNF461"
"ENSG00000197841",4310,5200,"ZNF181"
"ENSG00000197852",4878,7651,"INKA2"
"ENSG00000197859",4554,5481,"ADAMTSL2"
"ENSG00000197860",4712,6841,"SGTB"
"ENSG00000197882",2876,3528,"OR7E13P"
"ENSG00000197901",4810,7612,"SLC22A6"
"ENSG00000197905",2413,2718,"TEAD4"
"ENSG00000197928",4478,5520,"ZNF677"
"ENSG00000197934",4639,6215,"CYYR1-AS1"
"ENSG00000197943",3672,4644,"PLCG2"
"ENSG00000197948",4310,5200,"FCHSD1"
"ENSG00000197956",5008,10049,"S100A6"
"ENSG00000197958",4478,5520,"RPL12"
"ENSG00000197959",4310,5200,"DNM3"
"ENSG00000197965",4478,5520,"MPZL1"
"ENSG00000197991",4478,5520,""
"ENSG00000197992",4639,6215,"CLEC9A"
"ENSG00000198003",2876,3528,"ODAD3"
"ENSG00000198010",4488,5405,"DLGAP2"
"ENSG00000198019",4488,5405,"FCGR1BP"
"ENSG00000198034",4488,5405,"RPS4X"
"ENSG00000198039",3014,3247,"ZNF273"
"ENSG00000198040",4310,5200,"ZNF84"
"ENSG00000198131",4639,6215,"ZNF544"
"ENSG00000198146",4639,6215,"ZNF770"
"ENSG00000198156",4810,7612,"NPIPB6"
"ENSG00000198171",4310,5200,"DDRGK1"
"ENSG00000198176",4554,5481,"TFDP1"
"ENSG00000198223",2876,3528,"CSF2RA"
"ENSG00000198258",4639,6215,"UBL5"
"ENSG00000198265",4478,5520,"HELZ"
"ENSG00000198270",4639,6215,"TMEM116"
"ENSG00000198276",4310,5200,"UCKL1"
"ENSG00000198286",4554,5481,"CARD11"
"ENSG00000198300",4554,5481,"PEG3"
"ENSG00000198301",4554,5481,"SDAD1"
"ENSG00000198342",4958,8933,"ZNF442"
"ENSG00000198355",4488,5405,"PIM3"
"ENSG00000198356",4310,5200,"GET3"
"ENSG00000198369",4639,6215,"SPRED2"
"ENSG00000198373",4478,5520,"WWP2"
"ENSG00000198400",4810,7612,"NTRK1"
"ENSG00000198417",4826,6917,"MT1F"
"ENSG00000198435",4958,8933,"NRARP"
"ENSG00000198467",5008,10049,"TPM2"
"ENSG00000198483",4310,5200,"ANKRD35"
"ENSG00000198492",4478,5520,"YTHDF2"
"ENSG00000198502",4810,7612,"HLA-DRB5"
"ENSG00000198520",4554,5481,"ARMH1"
"ENSG00000198522",4478,5520,"GPN1"
"ENSG00000198535",2876,3528,"C2CD4A"
"ENSG00000198547",4639,6215,"C20orf203"
"ENSG00000198554",4639,6215,"WDHD1"
"ENSG00000198563",4554,5481,"DDX39B"
"ENSG00000198576",4809,6802,"ARC"
"ENSG00000198590",4554,5481,"APRG1"
"ENSG00000198598",2413,2718,"MMP17"
"ENSG00000198624",3840,4964,"CCDC69"
"ENSG00000198646",4310,5200,"NCOA6"
"ENSG00000198682",3877,4568,"PAPSS2"
"ENSG00000198690",4310,5200,"FAN1"
"ENSG00000198720",4310,5200,"ANKRD13B"
"ENSG00000198728",4310,5200,"LDB1"
"ENSG00000198742",4310,5200,"SMURF1"
"ENSG00000198746",4766,7331,"GPATCH3"
"ENSG00000198754",4554,5481,"OXCT2"
"ENSG00000198755",4878,7536,"RPL10A"
"ENSG00000198771",4639,6215,"RCSD1"
"ENSG00000198794",4478,5520,"SCAMP5"
"ENSG00000198815",4310,5200,"FOXJ3"
"ENSG00000198816",4554,5481,"ZNF358"
"ENSG00000198825",2440,2757,"INPP5F"
"ENSG00000198832",4809,6802,"SELENOM"
"ENSG00000198835",4478,5520,"GJC2"
"ENSG00000198837",4310,5200,"DENND4B"
"ENSG00000198842",4639,6215,"STYXL2"
"ENSG00000198846",4310,5200,"TOX"
"ENSG00000198860",4310,5200,"TSEN15"
"ENSG00000198873",4554,5481,"GRK5"
"ENSG00000198874",4478,5520,"TYW1"
"ENSG00000198879",3840,4964,"SFMBT2"
"ENSG00000198883",4478,5520,"PNMA5"
"ENSG00000198890",2364,2513,"PRMT6"
"ENSG00000198899",4554,5481,"MT-ATP6"
"ENSG00000198900",4624,6636,"TOP1"
"ENSG00000198918",4488,5405,"RPL39"
"ENSG00000198920",4310,5200,"KIAA0753"
"ENSG00000198929",4478,5520,"NOS1AP"
"ENSG00000198933",4639,6215,"TBKBP1"
"ENSG00000198944",4488,5405,"SOWAHA"
"ENSG00000198948",4766,7331,"MFAP3L"
"ENSG00000198961",4478,5520,"PJA2"
"ENSG00000199237",4639,6215,"RNU6-834P"
"ENSG00000199266",4654,6521,"SNORA60"
"ENSG00000199311",4639,6215,"SNORD115-34"
"ENSG00000199347",4488,5405,"RNU5E-1"
"ENSG00000199568",4488,5405,"RNU5A-1"
"ENSG00000199782",4639,6215,"SNORD115-9"
"ENSG00000199785",3672,4644,"SNORA52"
"ENSG00000199881",2876,3528,""
"ENSG00000199970",4310,5200,"SNORD115-3"
"ENSG00000199990",4310,5200,"VTRNA1-1"
"ENSG00000200120",4554,5481,""
"ENSG00000200156",4878,7536,"RNU5B-1"
"ENSG00000200169",4488,5405,"RNU5D-1"
"ENSG00000200534",4310,5200,"SNORA33"
"ENSG00000200726",4639,6215,"SNORD115-8"
"ENSG00000200795",4310,5200,"RNU4-1"
"ENSG00000200812",4639,6215,"SNORD115-6"
"ENSG00000200816",4310,5200,"SNORA38"
"ENSG00000200959",4310,5200,"SNORA74A"
"ENSG00000201098",4488,5405,"RNY1"
"ENSG00000201372",4488,5405,"RNU6-1251P"
"ENSG00000201457",4766,7331,"SNORA55"
"ENSG00000201943",4639,6215,"SNORD115-10"
"ENSG00000201944",4639,6215,""
"ENSG00000202172",2876,3528,"RNU6-1327P"
"ENSG00000202222",4639,6215,""
"ENSG00000202354",4488,5405,"RNY3"
"ENSG00000202533",4554,5481,""
"ENSG00000202538",4654,6521,"RNU4-2"
"ENSG00000203666",2364,2513,"EFCAB2"
"ENSG00000203710",3117,3452,"CR1"
"ENSG00000203721",4639,6215,"LINC00862"
"ENSG00000203727",4554,5481,"SAMD5"
"ENSG00000203747",4957,8652,"FCGR3A"
"ENSG00000203880",4478,5520,"PCMTD2"
"ENSG00000203965",4478,5520,"EFCAB7"
"ENSG00000204060",2413,2718,"FOXO6"
"ENSG00000204065",4878,7651,"TCEAL5"
"ENSG00000204071",4554,5481,"TCEAL6"
"ENSG00000204103",4957,8652,"MAFB"
"ENSG00000204104",4826,6917,"TRAF3IP1"
"ENSG00000204116",4712,6841,"CHIC1"
"ENSG00000204130",4639,6215,"RUFY2"
"ENSG00000204138",4310,5200,"PHACTR4"
"ENSG00000204160",2364,2513,"ZDHHC18"
"ENSG00000204175",4878,7536,"GPRIN2"
"ENSG00000204176",4478,5520,"SYT15"
"ENSG00000204186",4478,5520,"ZDBF2"
"ENSG00000204219",2440,2757,"TCEA3"
"ENSG00000204227",4310,5200,"RING1"
"ENSG00000204228",4766,7331,"HSD17B8"
"ENSG00000204252",4958,8933,"HLA-DOA"
"ENSG00000204256",4478,5520,"BRD2"
"ENSG00000204257",4554,5481,"HLA-DMA"
"ENSG00000204264",4878,7651,"PSMB8"
"ENSG00000204278",4488,5405,"TMEM235"
"ENSG00000204287",4958,8933,"HLA-DRA"
"ENSG00000204301",4554,5481,"NOTCH4"
"ENSG00000204366",4639,6215,"ZBTB12"
"ENSG00000204388",3117,3452,"HSPA1B"
"ENSG00000204396",4639,6215,"VWA7"
"ENSG00000204397",4639,6215,"CARD16"
"ENSG00000204435",4310,5200,"CSNK2B"
"ENSG00000204469",4310,5200,"PRRC2A"
"ENSG00000204482",4310,5200,"LST1"
"ENSG00000204520",4810,7612,"MICA"
"ENSG00000204524",4310,5200,"ZNF805"
"ENSG00000204525",4554,5481,"HLA-C"
"ENSG00000204540",3117,3452,"PSORS1C1"
"ENSG00000204560",4639,6215,"DHX16"
"ENSG00000204568",4310,5200,"MRPS18B"
"ENSG00000204574",4766,7331,"ABCF1"
"ENSG00000204576",4310,5200,"PRR3"
"ENSG00000204580",3117,3452,"DDR1"
"ENSG00000204584",2876,3528,"TAC4-AS1"
"ENSG00000204590",2281,2437,"GNL1"
"ENSG00000204592",4554,5481,"HLA-E"
"ENSG00000204603",4478,5520,"LINC01257"
"ENSG00000204604",2595,2833,"ZNF468"
"ENSG00000204634",4639,6215,"TBC1D8"
"ENSG00000204642",4554,5481,"HLA-F"
"ENSG00000204653",4554,5481,"ASPDH"
"ENSG00000204681",3014,3247,"GABBR1"
"ENSG00000204713",4624,6636,"TRIM27"
"ENSG00000204764",4878,7536,"RANBP17"
"ENSG00000204839",4639,6215,"MROH6"
"ENSG00000204851",4478,5520,"PNMA8B"
"ENSG00000204852",4639,6215,"TCTN1"
"ENSG00000204856",4478,5520,"FAM216A"
"ENSG00000204866",4639,6215,"IGFL2"
"ENSG00000204954",4639,6215,"UQCC6"
"ENSG00000204963",4310,5200,"PCDHA7"
"ENSG00000205038",3117,3452,"PKHD1L1"
"ENSG00000205045",4639,6215,"SLFN12L"
"ENSG00000205089",4488,5405,"CCNI2"
"ENSG00000205189",4478,5520,"ZBTB10"
"ENSG00000205208",4639,6215,"C4orf46"
"ENSG00000205213",4478,5520,"LGR4"
"ENSG00000205279",4983,8972,"CTXN3"
"ENSG00000205352",4878,7536,"PRR13"
"ENSG00000205356",4554,5481,"TECPR1"
"ENSG00000205363",4488,5405,"INSYN1"
"ENSG00000205364",4907,8728,"MT1M"
"ENSG00000205403",4878,7536,"CFI"
"ENSG00000205476",4712,6841,"CCDC85C"
"ENSG00000205531",4639,6215,"NAP1L4"
"ENSG00000205534",4639,6215,"SMG1P2"
"ENSG00000205571",4488,5405,"SMN2"
"ENSG00000205581",3243,3567,"HMGN1"
"ENSG00000205592",4654,6521,"MUC19"
"ENSG00000205593",4639,6215,"DENND6B"
"ENSG00000205609",4810,7612,"EIF3CL"
"ENSG00000205730",3243,3567,"ITPRIPL2"
"ENSG00000205744",4310,5200,"DENND1C"
"ENSG00000205765",4639,6215,"RIMOC1"
"ENSG00000205791",4639,6215,"LOH12CR2"
"ENSG00000205853",4639,6215,"RFPL3S"
"ENSG00000205903",4310,5200,"ZNF316"
"ENSG00000205930",4310,5200,"EPCIP-AS1"
"ENSG00000205981",4310,5200,"DNAJC19"
"ENSG00000206052",4488,5405,"DOK6"
"ENSG00000206172",4809,6802,"HBA1"
"ENSG00000206192",2364,2513,"ANKRD20A9P"
"ENSG00000206337",3014,3247,"HCP5"
"ENSG00000206344",4310,5200,"HCG27"
"ENSG00000206503",4554,5481,"HLA-A"
"ENSG00000206527",4488,5405,"HACD2"
"ENSG00000206559",4639,6215,"ZCWPW2"
"ENSG00000206560",4488,5405,"ANKRD28"
"ENSG00000206562",2281,2437,"METTL6"
"ENSG00000206573",4766,7331,"THUMPD3-AS1"
"ENSG00000206621",4639,6215,"SNORD116-14"
"ENSG00000206688",4310,5200,"SNORD116-18"
"ENSG00000206848",4554,5481,"RNU6-890P"
"ENSG00000207008",4488,5405,"SNORA54"
"ENSG00000207063",4639,6215,"SNORD116-1"
"ENSG00000207093",4488,5405,"SNORD116-8"
"ENSG00000207174",4488,5405,"SNORD116-15"
"ENSG00000207263",3117,3452,"SNORD116-16"
"ENSG00000207370",4554,5481,""
"ENSG00000207375",4488,5405,"SNORD116-23"
"ENSG00000207428",4639,6215,"RNU6-95P"
"ENSG00000207445",4488,5405,"SNORD15B"
"ENSG00000207475",4310,5200,"SNORA80E"
"ENSG00000207721",4639,6215,"MIR186"
"ENSG00000207741",4639,6215,"MIR590"
"ENSG00000207863",4310,5200,"MIR125B2"
"ENSG00000208032",4639,6215,"MIR548A3"
"ENSG00000208772",4878,7536,"SNORD94"
"ENSG00000210100",4554,5481,"MT-TI"
"ENSG00000210176",4554,5481,"MT-TH"
"ENSG00000210825",4554,5481,"SNORA40"
"ENSG00000211445",2876,3528,"GPX3"
"ENSG00000211448",3117,3452,"DIO2"
"ENSG00000211455",4478,5520,"STK38L"
"ENSG00000211460",4478,5520,"TSN"
"ENSG00000211592",4907,8728,"IGKC"
"ENSG00000211751",4810,7612,"TRBC1"
"ENSG00000211896",4639,6215,"IGHG1"
"ENSG00000212306",2876,3528,""
"ENSG00000212370",4554,5481,"RNU6-482P"
"ENSG00000212371",4554,5481,""
"ENSG00000212384",4639,6215,"SNORD113-2"
"ENSG00000212588",4639,6215,"SNORA26"
"ENSG00000212607",4488,5405,"SNORA3B"
"ENSG00000212789",4478,5520,"ST13P5"
"ENSG00000213015",4554,5481,"ZNF580"
"ENSG00000213023",4478,5520,"SYT3"
"ENSG00000213024",4639,6215,"NUP62"
"ENSG00000213073",2876,3528,"CHP1P2"
"ENSG00000213077",4554,5481,NA
"ENSG00000213090",4639,6215,"SCYL2P1"
"ENSG00000213131",4639,6215,"YWHAZP4"
"ENSG00000213144",4972,9048,""
"ENSG00000213145",3672,4644,"CRIP1"
"ENSG00000213190",4488,5405,"MLLT11"
"ENSG00000213203",4639,6215,"GIMAP1"
"ENSG00000213337",4478,5520,"ANKRD39"
"ENSG00000213397",4554,5481,"HAUS7"
"ENSG00000213402",4554,5481,"PTPRCAP"
"ENSG00000213424",4478,5520,"KRT222"
"ENSG00000213453",4554,5481,"FTH1P3"
"ENSG00000213523",4624,6636,"SRA1"
"ENSG00000213551",4639,6215,"DNAJC9"
"ENSG00000213626",4810,7612,"LBH"
"ENSG00000213654",3014,3247,"GPSM3"
"ENSG00000213719",4972,9048,"CLIC1"
"ENSG00000213722",4712,6841,"DDAH2"
"ENSG00000213742",4810,7612,"ZNF337-AS1"
"ENSG00000213928",4826,6917,"IRF9"
"ENSG00000213963",4310,5200,""
"ENSG00000213983",4310,5200,"AP1G2"
"ENSG00000214026",4554,5481,"MRPL23"
"ENSG00000214027",4488,5405,"ARPC3P5"
"ENSG00000214050",4639,6215,"FBXO16"
"ENSG00000214174",4478,5520,"AMZ2P1"
"ENSG00000214176",4478,5520,"PLEKHM1P1"
"ENSG00000214189",4810,7612,"ZNF788P"
"ENSG00000214194",4478,5520,"SMIM30"
"ENSG00000214223",4639,6215,"HNRNPA1P10"
"ENSG00000214226",4878,7651,"C17orf67"
"ENSG00000214244",4478,5520,"SETP21"
"ENSG00000214253",4478,5520,"FIS1"
"ENSG00000214293",4639,6215,"APTR"
"ENSG00000214402",4554,5481,"LCNL1"
"ENSG00000214456",4958,8933,"PLIN5"
"ENSG00000214530",4639,6215,"STARD10"
"ENSG00000214548",4554,5481,"MEG3"
"ENSG00000214595",4478,5520,"EML6"
"ENSG00000214706",4478,5520,"IFRD2"
"ENSG00000214866",4639,6215,"DCDC2C"
"ENSG00000214903",4554,5481,"RPS15AP3"
"ENSG00000214922",4639,6215,"HLA-F-AS1"
"ENSG00000215018",4554,5481,"COL28A1"
"ENSG00000215039",4639,6215,"CD27-AS1"
"ENSG00000215193",4639,6215,"PEX26"
"ENSG00000215217",4488,5405,"CFAP90"
"ENSG00000215218",4478,5520,"UBE2QL1"
"ENSG00000215237",4639,6215,""
"ENSG00000215301",4639,6215,"DDX3X"
"ENSG00000215424",3014,3247,"MCM3AP-AS1"
"ENSG00000215452",4639,6215,"ZNF663P"
"ENSG00000215717",4878,7651,"TMEM167B"
"ENSG00000215788",4639,6215,"TNFRSF25"
"ENSG00000215802",4554,5481,"RFKP1"
"ENSG00000217094",4639,6215,"PPIAP31"
"ENSG00000217648",4639,6215,"PARLP2"
"ENSG00000217783",4554,5481,"LDHAL6FP"
"ENSG00000217801",4878,7651,"PTPN11BP"
"ENSG00000218336",2440,2757,"TENM3"
"ENSG00000218891",4478,5520,"ZNF579"
"ENSG00000219200",4639,6215,"RNASEK"
"ENSG00000219430",2876,3528,"MBL3P"
"ENSG00000219435",2876,3528,"CATSPERZ"
"ENSG00000219665",4639,6215,"ZNF433-AS1"
"ENSG00000219669",4488,5405,"BECN1P2"
"ENSG00000219928",4639,6215,""
"ENSG00000220008",4488,5405,"LINGO3"
"ENSG00000220205",4310,5200,"VAMP2"
"ENSG00000220378",4554,5481,"KRT8P42"
"ENSG00000221025",4639,6215,"MIR1250"
"ENSG00000221028",4639,6215,"MIR1231"
"ENSG00000221643",4639,6215,"SNORA77"
"ENSG00000221676",4654,6521,"RNU6ATAC"
"ENSG00000221821",4478,5520,"PEX39"
"ENSG00000221843",4639,6215,"SPATA31H1"
"ENSG00000221869",3682,4849,"CEBPD"
"ENSG00000221882",4310,5200,"OR3A2"
"ENSG00000221926",4639,6215,"TRIM16"
"ENSG00000221946",4639,6215,"FXYD7"
"ENSG00000221947",4554,5481,"XKR9"
"ENSG00000221963",3840,4964,"APOL6"
"ENSG00000221968",3243,3567,"FADS3"
"ENSG00000222009",4639,6215,"BTBD19"
"ENSG00000222014",4554,5481,"RAB6C"
"ENSG00000223039",4639,6215,"RN7SKP268"
"ENSG00000223224",4639,6215,"SNORD71"
"ENSG00000223269",4554,5481,"RN7SKP53"
"ENSG00000223284",4810,7612,"RNU6-195P"
"ENSG00000223414",4810,7612,NA
"ENSG00000223513",2876,3528,"ATP6V0E1P2"
"ENSG00000223548",4554,5481,"ACSL6-AS1"
"ENSG00000223584",3243,3567,"TVP23CP1"
"ENSG00000223634",4639,6215,""
"ENSG00000223669",4810,7612,"NTSR1-AS1"
"ENSG00000223865",4810,7612,"HLA-DPB1"
"ENSG00000223942",4639,6215,""
"ENSG00000223960",4639,6215,"CHROMR"
"ENSG00000224003",4639,6215,"YES1P1"
"ENSG00000224032",4310,5200,"EPB41L4A-AS1"
"ENSG00000224223",4639,6215,"VSTM2A-OT1"
"ENSG00000224243",4554,5481,"SOX1-OT"
"ENSG00000224389",4712,6841,"C4B"
"ENSG00000224411",4624,6636,"HSP90AA2P"
"ENSG00000224546",4810,7612,"EIF4BP3"
"ENSG00000224680",4310,5200,"PLA2G12AP1"
"ENSG00000224796",2876,3528,"RPL32P1"
"ENSG00000224819",4478,5520,NA
"ENSG00000224822",4639,6215,"THRB-IT1"
"ENSG00000224837",4639,6215,"GCSHP5"
"ENSG00000224905",4810,7612,""
"ENSG00000224911",4810,7612,NA
"ENSG00000224934",4639,6215,"GOT1-DT"
"ENSG00000224982",3243,3567,"TMEM233"
"ENSG00000225032",4310,5200,""
"ENSG00000225140",4554,5481,"DIP2C-AS2"
"ENSG00000225192",4639,6215,"ZNF33BP1"
"ENSG00000225193",2876,3528,"RPS12P26"
"ENSG00000225194",4810,7612,"LINC00092"
"ENSG00000225217",3682,4849,"HSPA7"
"ENSG00000225231",4488,5405,"LINC02470"
"ENSG00000225292",4639,6215,"LINC02935"
"ENSG00000225361",4478,5520,"PPP1R26-AS1"
"ENSG00000225451",4639,6215,""
"ENSG00000225472",4639,6215,"NFIB-AS1"
"ENSG00000225479",4639,6215,"PLCB1-IT1"
"ENSG00000225526",4639,6215,"MKRN2OS"
"ENSG00000225554",4639,6215,NA
"ENSG00000225614",4478,5520,"ZNF469"
"ENSG00000225779",4554,5481,""
"ENSG00000225849",4639,6215,"MKRN7P"
"ENSG00000225953",4310,5200,"SATB2-AS1"
"ENSG00000225978",4478,5520,"HAR1A"
"ENSG00000226029",4554,5481,"LINC01772"
"ENSG00000226102",4810,7612,"SEPTIN7P3"
"ENSG00000226121",4554,5481,"AHCTF1P1"
"ENSG00000226137",4488,5405,"BAIAP2-DT"
"ENSG00000226266",4639,6215,""
"ENSG00000226268",4639,6215,""
"ENSG00000226318",4639,6215,"RPS3AP38"
"ENSG00000226380",4639,6215,NA
"ENSG00000226419",4639,6215,"SLC16A1-AS1"
"ENSG00000226519",4310,5200,"LINC00390"
"ENSG00000226747",4639,6215,NA
"ENSG00000226751",4810,7612,NA
"ENSG00000226763",4639,6215,"SRRM5"
"ENSG00000226791",4639,6215,"LINC02611"
"ENSG00000226862",2876,3528,"SYT2-AS1"
"ENSG00000226891",4478,5520,"LINC01359"
"ENSG00000226913",4810,7612,"BSN-DT"
"ENSG00000226950",4639,6215,"DANCR"
"ENSG00000227039",4810,7612,"ITGB2-AS1"
